supervisor_id,domain,domain_count,dominance,latest_year,experience_score,recency_score,preference_score,saturation_penalty,final_score
SUP-019,Machine Learning Validation,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Maintenance Issue Extraction,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Medical Data Privacy,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Mobile Decision Support,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Restaurant Review Analysis,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-019,SQL Query Generation,1,0.0416666666666666,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-019,Secure Data Exchange,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Sinhala Natural Language Interface,1,0.0416666666666666,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-019,Social Profile Linking,1,0.0416666666666666,2014.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-020,Active Learning Strategies,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-020,Attention Improvement,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-020,Classroom Interaction,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-020,Peer Learning,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-020,Student Engagement,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Natural Language Processing (NLP),4,0.1739130434782608,2024.0,0.8,1.0,0.0,0.0,0.5700000000000001
SUP-021,Computational Linguistics,2,0.0869565217391304,2024.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-021,Knowledge Graphs,2,0.0869565217391304,2024.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-021,Machine Transliteration,2,0.0869565217391304,2024.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-021,Word Sense Disambiguation (WSD),2,0.0869565217391304,2024.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-021,Biomedical Text Mining,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Educational Technology,1,0.0434782608695652,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Ethical and Social Implications,1,0.0434782608695652,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Experimental Research Methods,1,0.0434782608695652,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Fuzzy Logic,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Generative AI,1,0.0434782608695652,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Human Creativity,1,0.0434782608695652,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Human-Computer Interaction,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Knowledge-Based Systems (Trie Data Structure),1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Large Language Models (LLMs),1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-021,Statistical Modeling (Trigram),1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Deep Learning,2,0.0869565217391304,2024.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-022,Artificial Intelligence (AI),1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Artificial Intelligence in Music,1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Business Process Management,1,0.0434782608695652,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-022,Collaborative Learning,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Computational Linguistics,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Computational Music,1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Computer Vision,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Customer Feedback & Sentiment Analysis,1,0.0434782608695652,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-022,Customer Relationship Management (CRM),1,0.0434782608695652,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-022,Customer Satisfaction & Loyalty,1,0.0434782608695652,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-022,Digital Humanities,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Educational Technology,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Finite State Machines (FSM),1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Generative Adversarial Networks (GANs),1,0.0434782608695652,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Higher Education Pedagogy,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Legal Informatics,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Marketing & Competitive Strategy,1,0.0434782608695652,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-022,Natural Language Processing (NLP),1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Optical Character Recognition (OCR),1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Reading & Study Skills,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-022,Teaching & Learning Strategies,1,0.0434782608695652,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-023,Deep Learning,1,0.5,2021.0,0.2,1.0,1.0,0.0,0.53
SUP-023,Generative Adversarial Networks,1,0.5,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-024,Machine Translation,4,0.2105263157894736,2018.0,0.8,0.7,0.0,0.0,0.49500000000000005
SUP-024,Natural Language Processing,4,0.2105263157894736,2018.0,0.8,0.7,1.0,0.0,0.6950000000000001
SUP-024,Sinhala-Tamil Language Processing,2,0.1052631578947368,2018.0,0.4,0.7,0.0,0.0,0.335
SUP-024,Document clustering,1,0.0526315789473684,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-024,Employee Productivity,1,0.0526315789473684,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-024,Employee Turnover,1,0.0526315789473684,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-024,Human Resource Management,1,0.0526315789473684,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-024,Information Technology Industry,1,0.0526315789473684,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-024,Internet of Things (IoT),1,0.0526315789473684,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-024,Recommender Systems,1,0.0526315789473684,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-024,Sentiment Analysis,1,0.0526315789473684,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-024,Work From Home,1,0.0526315789473684,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-025,Computer Vision,1,0.3333333333333333,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-025,Deep Learning,1,0.3333333333333333,2023.0,0.2,1.0,1.0,0.0,0.53
SUP-025,Precision Agriculture,1,0.3333333333333333,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-026,cybersecurity,1,0.5,2023.0,0.2,1.0,1.0,0.0,0.53
SUP-026,machine learning,1,0.5,2023.0,0.2,1.0,1.0,0.0,0.53
SUP-027,Deep Learning,10,0.1204819277108433,2025.0,1.0,1.0,1.0,0.6931471805599453,0.7460279229160083
SUP-027,Computer Vision,6,0.072289156626506,2025.0,1.0,1.0,1.0,0.1823215567939546,0.8226517664809069
SUP-027,Machine Learning,5,0.0602409638554216,2025.0,1.0,1.0,0.0,0.0,0.65
SUP-027,Information Retrieval,3,0.036144578313253,2022.0,0.6,1.0,0.0,0.0,0.49
SUP-027,Recommendation Systems,3,0.036144578313253,2022.0,0.6,1.0,0.0,0.0,0.49
SUP-027,Adversarial Attacks,2,0.0240963855421686,2021.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-027,Automated Machine Learning,2,0.0240963855421686,2019.0,0.4,0.7,0.0,0.0,0.335
SUP-027,Cryptocurrency Market Prediction,2,0.0240963855421686,2018.0,0.4,0.7,0.0,0.0,0.335
SUP-027,Hyperparameter Tuning,2,0.0240963855421686,2019.0,0.4,0.7,0.0,0.0,0.335
SUP-027,Image De-Raining,2,0.0240963855421686,2022.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-027,Sentiment Analysis,2,0.0240963855421686,2018.0,0.4,0.7,0.0,0.0,0.335
SUP-027,Software Engineering,2,0.0240963855421686,2019.0,0.4,0.7,0.0,0.0,0.335
SUP-027,API Rate Limiting,1,0.0120481927710843,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Automated Front-End Development,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Automated Neural Networks,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Autonomous Driving,1,0.0120481927710843,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Big Data,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Blockchain,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Business Intelligence,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Cloud Security,1,0.0120481927710843,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-027,Content Personalization,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Cricket Match Prediction,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Cybersecurity,1,0.0120481927710843,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-027,Data Integration,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Data Science,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Deep Learnin,1,0.0120481927710843,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-027,ECG Signal Processing,1,0.0120481927710843,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Enterprise Resource Planning,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Explainable AI,1,0.0120481927710843,,0.2,0.4,1.0,0.0,0.38
SUP-027,Generative Adversarial Networks,1,0.0120481927710843,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Generative Image Modeling,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Heart Arrhythmia Detection,1,0.0120481927710843,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Hybrid Recommender Models,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Image Enhancement,1,0.0120481927710843,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Knowledge Extraction,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Link Analysis Algorithms,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Model Evaluation,1,0.0120481927710843,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Model Robustness,1,0.0120481927710843,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-027,Monocular Depth Estimation,1,0.0120481927710843,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Natural Language Processing,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Opinion Mining,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Performance Analysis,1,0.0120481927710843,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Plagiarism Detection,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Process Automation,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Recommender Systems,1,0.0120481927710843,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Reviewer Recommendation Systems,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Risk Management,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Search Engine Ranking,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Software Vulnerability Detection,1,0.0120481927710843,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-027,Tabular Data,1,0.0120481927710843,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-027,Tea Market Analysis,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Text Similarity Analysis,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Textual Data Mining,1,0.0120481927710843,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-027,Web Data Mining,1,0.0120481927710843,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-028,Computer Vision,1,0.3333333333333333,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-028,Deep Learning,1,0.3333333333333333,2024.0,0.2,1.0,1.0,0.0,0.53
SUP-028,Environmental Monitoring,1,0.3333333333333333,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-029,Deep Learning,1,0.3333333333333333,2024.0,0.2,1.0,1.0,0.0,0.53
SUP-029,Motion Capture,1,0.3333333333333333,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-029,Virtual Character Emotion Synthesis,1,0.3333333333333333,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-030,Automated Automobile Claim Processing,1,0.125,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-030,Computer Vision,1,0.125,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-030,Machine Learning,1,0.125,2021.0,0.2,1.0,1.0,0.0,0.53
SUP-030,"Neural
Networks",1,0.125,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-030,burn severity classification,1,0.125,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-030,deep learning,1,0.125,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-030,explainable artificial intelligence,1,0.125,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-030,medical image analysis,1,0.125,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-031,celebrity endorsement,1,0.25,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-031,consumer purchase intention,1,0.25,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-031,fashion industry,1,0.25,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-031,social media marketing,1,0.25,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,Circular Hough Transform,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,Maximum Likelihood Estimation,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,Optimized Circle detection,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,computer vision,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,deep learning,1,0.1428571428571428,,0.2,0.4,1.0,0.0,0.38
SUP-032,iris extraction,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-032,real-time image processing,1,0.1428571428571428,,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-033,Cybercrime,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-033,European Union,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-033,Kubernetes secrets management,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-033,Sri Lanka,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-033,artifact provenance and integrity,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,augmented reality,1,0.0416666666666666,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-033,automation of access control,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-033,cloud-native security,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-033,customer churn analytics,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,customer retention strategy,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,data extraction from visualizations,1,0.0416666666666666,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-033,data visualization,1,0.0416666666666666,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-033,deep learning,1,0.0416666666666666,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-033,economic crisis in Sri Lanka,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,education sector workforce,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,educational technology,1,0.0416666666666666,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-033,explainable artificial intelligence,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,industrial drawing analysis,1,0.0416666666666666,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-033,microservice architecture,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,microservice security,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-033,skilled migration,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,software supply chain security,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,survival analysis,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-033,systematic literature review,1,0.0416666666666666,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Affective Computing,1,0.0344827586206896,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-034,C4 Model,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Character Animation,1,0.0344827586206896,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Distributed Denial of Service,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Emotion Synthesis,1,0.0344827586206896,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Forest fire,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,Green belt,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,Human factors,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,Hybrid Deep Learning,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Locomotion Systems,1,0.0344827586206896,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Mental health awareness,1,0.0344827586206896,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Model village,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,Motion Synthesis,1,0.0344827586206896,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Multiclass Classification,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Named Entity Recognition,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Natural Language Processing,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Recurrent Neural Network,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Relation Extraction,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Risk,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,Serious games,1,0.0344827586206896,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Software Architecture Diagram,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,Supervised learning,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,chronic kidney disease of unknown etiology,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,distance learning,1,0.0344827586206896,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-034,environmental health,1,0.0344827586206896,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-034,ethical use,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,intellectual property,1,0.0344827586206896,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-034,learner self-efficacy,1,0.0344827586206896,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-034,perceived learning,1,0.0344827586206896,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-035,Natural Language Processing,8,0.2285714285714285,2025.0,1.0,1.0,0.0,0.4700036292457356,0.5794994556131396
SUP-035,Machine Learning,7,0.2,2025.0,1.0,1.0,0.0,0.3364722366212129,0.5995291645068181
SUP-035,Digital Humanities,2,0.0571428571428571,2023.0,0.4,1.0,1.0,0.0,0.6100000000000001
SUP-035,Optical Character Recognition,2,0.0571428571428571,2021.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-035,Deep Learning,1,0.0285714285714285,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Deep learning,1,0.0285714285714285,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-035,Depression Detection,1,0.0285714285714285,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Depression Severity Analysis,1,0.0285714285714285,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Holocaust testimony analysis,1,0.0285714285714285,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Idiomatic Expression Detection,1,0.0285714285714285,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Knowledge Graphs,1,0.0285714285714285,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Language Contact,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Language Models,1,0.0285714285714285,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Lexical Resources,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Linked Open Data,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Mental Health Analytics,1,0.0285714285714285,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Named Entity Recognition,1,0.0285714285714285,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Offensive Language Detection,1,0.0285714285714285,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Relationship Extraction,1,0.0285714285714285,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-035,Sinhala OCR,1,0.0285714285714285,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-036,Adaptive neuro fuzzy inference system,1,0.0256410256410256,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-036,Anomaly Detection,1,0.0256410256410256,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Class Imbalance,1,0.0256410256410256,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Deep Learning,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Discrete wavelet transform,1,0.0256410256410256,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-036,Employee Turnover,1,0.0256410256410256,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-036,Employee Work-Life Balance,1,0.0256410256410256,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-036,Exoplanet Detection,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Fraud Detection,1,0.0256410256410256,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Fraudulent Camouflage,1,0.0256410256410256,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Graph Neural Networks (GNNs),1,0.0256410256410256,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Hybrid Models,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,IT education,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,Intelligent Emotion Recognition System,1,0.0256410256410256,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-036,Internet of Things,1,0.0256410256410256,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-036,"Job
Stress",1,0.0256410256410256,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-036,Machine Learning,1,0.0256410256410256,2025.0,0.2,1.0,1.0,0.0,0.53
SUP-036,Relative wavelet energy,1,0.0256410256410256,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-036,Signal processing,1,0.0256410256410256,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-036,Workload,1,0.0256410256410256,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-036,artificial intelligence,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,assessment and feedback platforms,1,0.0256410256410256,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-036,attention deficit hyperactivity disorder,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,authentic learning,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,collaborative learning,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,collaborative learning systems,1,0.0256410256410256,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-036,deep learning,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,distributed deep learning,1,0.0256410256410256,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-036,edge intelligence,1,0.0256410256410256,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-036,educational technology,1,0.0256410256410256,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-036,explainable artificial intelligence,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,industry readiness,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,innovative pedagogy,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,machine learning,1,0.0256410256410256,2025.0,0.2,1.0,1.0,0.0,0.53
SUP-036,reading-based pedagogy,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,self-directed learning,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,student attendance improvement,1,0.0256410256410256,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-036,student motivation,1,0.0256410256410256,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-036,undergraduate computing education,1,0.0256410256410256,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-037,information retrieval,1,0.25,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-037,lyric-based music retrieval,1,0.25,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-037,natural language processing,1,0.25,2023.0,0.2,1.0,1.0,0.0,0.53
SUP-037,paraphrase-based search,1,0.25,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-038,Automated Marketing,1,0.5,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-038,Web Applications,1,0.5,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-039,Human Computer Interactions (HCI),1,0.25,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-039,deep learning,1,0.25,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-039,information architecture,1,0.25,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-039,natural language processing,1,0.25,2022.0,0.2,1.0,1.0,0.0,0.53
SUP-040,Content Moderation,1,0.1428571428571428,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-040,Convolutional Neural Networks,1,0.1428571428571428,2020.0,0.2,0.7,0.0,0.0,0.255
